en,fr,it,de,es,ko,kana
The wild [VAR PKNICK(0000)] lost some of its HP!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] sauvage perd quelques PV !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] selvatico perde qualche PS!",[VAR PKNICK(0000)] (wild) verliert einige KP!,¡El [VAR PKNICK(0000)] salvaje ha perdido unos pocos PS!,야생 [VAR PKNICK(0000)]의 생명이 조금 깎였다!,{野生|やせい}の　[VAR PKNICK(0000)]は {命|いのち}が　{少|すこ}し{削|けず}られた！
The opposing [VAR PKNICK(0000)] lost some of its HP!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] ennemi perd quelques PV !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] avversario perde qualche PS!",[VAR PKNICK(0000)] (Gegner) verliert einige KP!,¡El [VAR PKNICK(0000)] enemigo ha perdido unos pocos PS!,상대 [VAR PKNICK(0000)]의 생명이 조금 깎였다!,{相手|あいて}の　[VAR PKNICK(0000)]は {命|いのち}が　{少|すこ}し{削|けず}られた！
[VAR 0100(000A)]’s [VAR PKNICK(0000)] lost some of its HP!,"[VAR 1002][VAR PKNICK(0000)] [VAR 1408(000A,0001)][VAR 0100(000A)] perd quelques PV !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] di [VAR 0100(000A)] perde qualche PS!",[VAR PKNICK(0000)] von [VAR 0100(000A)] verliert einige KP!,¡El [VAR PKNICK(0000)] de [VAR 0100(000A)] ha perdido unos pocos PS!,[VAR 0100(000A)]의 [VAR PKNICK(0000)]의 생명이 조금 깎였다!,[VAR 0100(000A)]の　[VAR PKNICK(0000)]は {命|いのち}が　{少|すこ}し{削|けず}られた！
...But [VAR PKNICK(0000)] isn’t here!,... Mais [VAR PKNICK(0000)] n’était plus là !,Ma [VAR PKNICK(0000)] in questo momento non c’è!,Aber [VAR PKNICK(0000)] ist gar nicht dort!,¡Pero [VAR PKNICK(0000)] no está ahí!,...그러나 [VAR PKNICK(0000)][VAR 1900(0001)] 이 자리에 없었다!,…しかし　[VAR PKNICK(0000)]は この{場|ば}に　いなかった！
...But the wild [VAR PKNICK(0000)] isn’t here!,"... Mais [VAR 1002][VAR 1400(0000,0001)][VAR PKNICK(0000)] sauvage n’était plus là !","Ma [VAR 1002][VAR 1500(0000,0001)][VAR PKNICK(0000)] selvatico in questo momento non c’è!",Aber [VAR PKNICK(0000)] (wild) ist gar nicht dort!,¡Pero el [VAR PKNICK(0000)] salvaje no está ahí!,...그러나 야생 [VAR PKNICK(0000)][VAR 1900(0001)] 이 자리에 없었다!,…しかし　{野生|やせい}の　[VAR PKNICK(0000)]は この{場|ば}に　いなかった！
...But the opposing [VAR PKNICK(0000)] isn’t here!,"... Mais [VAR 1002][VAR 1400(0000,0001)][VAR PKNICK(0000)] ennemi n’était plus là !","Ma [VAR 1002][VAR 1500(0000,0001)][VAR PKNICK(0000)] avversario in questo momento non c’è!",Aber [VAR PKNICK(0000)] (Gegner) ist gar nicht dort!,¡Pero el [VAR PKNICK(0000)] enemigo no está ahí!,...그러나 상대 [VAR PKNICK(0000)][VAR 1900(0001)] 이 자리에 없었다!,…しかし　{相手|あいて}の　[VAR PKNICK(0000)]は この{場|ば}に　いなかった！
...But [VAR 0100(000A)]’s [VAR PKNICK(0000)] isn’t here!,"... Mais [VAR 1002][VAR PKNICK(0000)] [VAR 1408(000A,0001)][VAR 0100(000A)] n’était plus là !","Ma [VAR 1002][VAR 1500(0000,0001)][VAR PKNICK(0000)] di [VAR 0100(000A)] in questo momento non c’è!",Aber [VAR PKNICK(0000)] von [VAR 0100(000A)] ist gar nicht dort!,¡Pero el [VAR PKNICK(0000)] de [VAR 0100(000A)] no está ahí!,...그러나 [VAR 0100(000A)]의 [VAR PKNICK(0000)][VAR 1900(0001)] 이 자리에 없었다!,…しかし　[VAR 0100(000A)]の　[VAR PKNICK(0000)]は この{場|ば}に　いなかった！
...But [VAR PKNICK(0000)] was not holding a usable item!,... Mais [VAR PKNICK(0000)] n’avait plus d’objet !,Ma [VAR PKNICK(0000)] non ha strumenti da usare!,"Aber [VAR PKNICK(0000)] trägt kein Item bei sich, das es einsetzen könnte!",¡Pero [VAR PKNICK(0000)] no tiene ningún objeto que pueda usar!,...그러나 [VAR PKNICK(0000)][VAR 1900(0001)] 쓸 수 있는 도구를 가지고 있지 않았다!,…しかし　[VAR PKNICK(0000)]は {使|つか}える{道具|どうぐ}を　{持|も}っていなかった！
...But the wild [VAR PKNICK(0000)] was not holding a usable item!,"... Mais [VAR 1002][VAR 1400(0000,0001)][VAR PKNICK(0000)] sauvage n’avait plus d’objet !","Ma [VAR 1002][VAR 1500(0000,0001)][VAR PKNICK(0000)] selvatico non ha strumenti da usare!","Aber [VAR PKNICK(0000)] (wild) trägt kein Item bei sich, das es einsetzen könnte!",¡Pero el [VAR PKNICK(0000)] salvaje no tiene ningún objeto que pueda usar!,...그러나 야생 [VAR PKNICK(0000)][VAR 1900(0001)] 쓸 수 있는 도구를 가지고 있지 않았다!,…しかし　{野生|やせい}の　[VAR PKNICK(0000)]は {使|つか}える{道具|どうぐ}を　{持|も}っていなかった！
...But the opposing [VAR PKNICK(0000)] was not holding a usable item!,"... Mais [VAR 1002][VAR 1400(0000,0001)][VAR PKNICK(0000)] ennemi n’avait plus d’objet !","Ma [VAR 1002][VAR 1500(0000,0001)][VAR PKNICK(0000)] avversario non ha strumenti da usare!","Aber [VAR PKNICK(0000)] (Gegner) trägt kein Item bei sich, das es einsetzen könnte!",¡Pero el [VAR PKNICK(0000)] enemigo no tiene ningún objeto que pueda usar!,...그러나 상대 [VAR PKNICK(0000)][VAR 1900(0001)] 쓸 수 있는 도구를 가지고 있지 않았다!,…しかし　{相手|あいて}の　[VAR PKNICK(0000)]は {使|つか}える{道具|どうぐ}を　{持|も}っていなかった！
...But [VAR 0100(000A)]’s [VAR PKNICK(0000)] was not holding a usable item!,"... Mais [VAR 1002][VAR PKNICK(0000)] [VAR 1408(000A,0001)][VAR 0100(000A)] n’avait plus d’objet !","Ma [VAR 1002][VAR 1500(0000,0001)][VAR PKNICK(0000)] di [VAR 0100(000A)] non ha strumenti da usare!","Aber [VAR PKNICK(0000)] von [VAR 0100(000A)] trägt kein Item bei sich, das es einsetzen könnte!",¡Pero el [VAR PKNICK(0000)] de [VAR 0100(000A)] no tiene ningún objeto que pueda usar!,...그러나 [VAR 0100(000A)]의 [VAR PKNICK(0000)][VAR 1900(0001)] 쓸 수 있는 도구를 가지고 있지 않았다!,…しかし　[VAR 0100(000A)]の　[VAR PKNICK(0000)]は {使|つか}える{道具|どうぐ}を　{持|も}っていなかった！
[VAR PKNICK(0000)] became fully charged due to its [VAR 0109(0001)]!,"[VAR PKNICK(0000)] est complètement chargé grâce [VAR 1404(0001,0000)][VAR ITEM2(0001)] !","[VAR PKNICK(0000)] è completamente carico grazie [VAR 1508(0001,0001)][VAR ITEM2(0001)]!",Dank des Items [VAR 0109(0001)] ist [VAR PKNICK(0000)] sofort bereit!,"¡[VAR PKNICK(0000)] ya está listo gracias [VAR 1706(0001,0000)][VAR ITEM2(0001)]!",[VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0005)]로 힘이 넘쳐흐른다!,[VAR PKNICK(0000)]は　[VAR 0109(0001)]で {力|ちから}が　みなぎった！
The wild [VAR PKNICK(0000)] became fully charged due to its [VAR 0109(0001)]!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] sauvage est complètement chargé grâce [VAR 1404(0001,0000)][VAR ITEM2(0001)] !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] selvatico è completamente carico grazie a [VAR 1502(0001,0001)][VAR ITEM2(0001)]!",Dank des Items [VAR 0109(0001)] ist [VAR PKNICK(0000)] (wild) sofort bereit!,"¡El [VAR PKNICK(0000)] salvaje ya está listo gracias a [VAR 1702(0001,0000)][VAR ITEM2(0001)]!",야생 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0005)]로 힘이 넘쳐흐른다!,{野生|やせい}の　[VAR PKNICK(0000)]は　[VAR 0109(0001)]で {力|ちから}が　みなぎった！
The opposing [VAR PKNICK(0000)] became fully charged due to its [VAR 0109(0001)]!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] ennemi est complètement chargé grâce [VAR 1404(0001,0000)][VAR ITEM2(0001)] !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] avversario è completamente carico grazie a [VAR 1502(0001,0001)][VAR ITEM2(0001)]!",Dank des Items [VAR 0109(0001)] ist [VAR PKNICK(0000)] (Gegner) sofort bereit!,"¡El [VAR PKNICK(0000)] enemigo ya está listo gracias a [VAR 1702(0001,0000)][VAR ITEM2(0001)]!",상대 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0005)]로 힘이 넘쳐흐른다!,{相手|あいて}の　[VAR PKNICK(0000)]は　[VAR 0109(0001)]で {力|ちから}が　みなぎった！
[VAR 0100(000A)]’s [VAR PKNICK(0000)] became fully charged due to its [VAR 0109(0001)]!,"[VAR 1002][VAR PKNICK(0000)] [VAR 1408(000A,0001)][VAR 0100(000A)] est complètement chargé grâce [VAR 1404(0001,0000)][VAR ITEM2(0001)] !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] di [VAR 0100(000A)] è completamente carico grazie a [VAR 1502(0001,0001)][VAR ITEM2(0001)]!",Dank des Items [VAR 0109(0001)] ist [VAR PKNICK(0000)] von [VAR 0100(000A)] sofort bereit!,"¡El [VAR PKNICK(0000)] de [VAR 0100(000A)] ya está listo gracias a [VAR 1702(0001,0000)][VAR ITEM2(0001)]!",[VAR 0100(000A)]의 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0005)]로 힘이 넘쳐흐른다!,[VAR 0100(000A)]の　[VAR PKNICK(0000)]は　[VAR 0109(0001)]で {力|ちから}が　みなぎった！
"[VAR PKNICK(0000)] can act faster than normal, thanks to its [VAR 0109(0001)]!","[VAR 1401(0001,0000)][VAR ITEM2(0001)] [VAR 1408(0000,0001)][VAR PKNICK(0000)] lui permet[VAR 1101(0001,0400)]tent d’agir plus vite que d’habitude !","[VAR PKNICK(0000)] agisce più rapidamente del normale grazie [VAR 1508(0001,0001)][VAR ITEM2(0001)]!",Dank des Items [VAR 0109(0001)] kann [VAR PKNICK(0000)] schneller handeln als sonst!,"¡Gracias [VAR 1706(0001,0000)][VAR ITEM2(0001)], [VAR PKNICK(0000)] puede tener prioridad!",[VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0005)]로 행동이 빨라졌다!,[VAR PKNICK(0000)]は　[VAR 0109(0001)]で {行動|こうどう}が　はやくなった！
"The wild [VAR PKNICK(0000)] can act faster than normal, thanks to its [VAR 0109(0001)]!","[VAR 1401(0001,0000)][VAR ITEM2(0001)] [VAR 1002][VAR 1406(0000,0001)][VAR PKNICK(0000)] sauvage lui permet[VAR 1101(0001,0400)]tent d’agir plus vite que d’habitude !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] selvatico agisce più rapidamente del normale grazie a [VAR 1502(0001,0001)][VAR ITEM2(0001)]!",Dank des Items [VAR 0109(0001)] kann [VAR PKNICK(0000)] (wild) schneller handeln als sonst!,"¡Gracias a [VAR 1702(0001,0000)][VAR ITEM2(0001)], el [VAR PKNICK(0000)] salvaje puede tener prioridad!",야생 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0005)]로 행동이 빨라졌다!,{野生|やせい}の　[VAR PKNICK(0000)]は　[VAR 0109(0001)]で {行動|こうどう}が　はやくなった！
"The opposing [VAR PKNICK(0000)] can act faster than normal, thanks to its [VAR 0109(0001)]!","[VAR 1401(0001,0000)][VAR ITEM2(0001)] [VAR 1002][VAR 1406(0000,0001)][VAR PKNICK(0000)] ennemi lui permet[VAR 1101(0001,0400)]tent d’agir plus vite que d’habitude !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] avversario agisce più rapidamente del normale grazie a [VAR 1502(0001,0001)][VAR ITEM2(0001)]!",Dank des Items [VAR 0109(0001)] kann [VAR PKNICK(0000)] (Gegner) schneller handeln als sonst!,"¡Gracias a [VAR 1702(0001,0000)][VAR ITEM2(0001)], el [VAR PKNICK(0000)] enemigo puede tener prioridad!",상대 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0005)]로 행동이 빨라졌다!,{相手|あいて}の　[VAR PKNICK(0000)]は　[VAR 0109(0001)]で {行動|こうどう}が　はやくなった！
"[VAR 0100(000A)]’s [VAR PKNICK(0000)] can act faster than normal, thanks to its [VAR 0109(0001)]!","[VAR 1401(0001,0000)][VAR ITEM2(0001)] [VAR 1002][VAR 1408(0000,0001)][VAR PKNICK(0000)] [VAR 1408(000A,0001)][VAR 0100(000A)] lui permet[VAR 1101(0001,0400)]tent d’agir plus vite que d’habitude !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] di [VAR 0100(000A)] agisce più rapidamente del normale grazie a [VAR 1502(0001,0001)][VAR ITEM2(0001)]!",Dank des Items [VAR 0109(0001)] kann [VAR PKNICK(0000)] von [VAR 0100(000A)] schneller handeln als sonst!,"¡Gracias a [VAR 1702(0001,0000)][VAR ITEM2(0001)], el [VAR PKNICK(0000)] de [VAR 0100(000A)] puede tener prioridad!",[VAR 0100(000A)]의 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0005)]로 행동이 빨라졌다!,[VAR 0100(000A)]の　[VAR PKNICK(0000)]は　[VAR 0109(0001)]で {行動|こうどう}が　はやくなった！
[VAR PKNICK(0000)] boosted the accuracy of its next move using its [VAR 0109(0001)]!,"[VAR PKNICK(0000)] augmente la Précision de sa prochaine capacité grâce à [VAR 1402(0001,0000)][VAR ITEM2(0001)] !","[VAR PKNICK(0000)] aumenta la precisione della sua prossima mossa con [VAR 1500(0001,0001)][VAR ITEM2(0001)]!",[VAR PKNICK(0000)] verbessert die Genauigkeit seiner nächsten Attacke mithilfe des Items [VAR 0109(0001)]!,"¡La precisión del próximo movimiento de [VAR PKNICK(0000)] ha aumentado gracias [VAR 1706(0001,0000)][VAR ITEM2(0001)]!",[VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0005)]로 다음에 쓸 기술이 명중하기 쉬워졌다!,[VAR PKNICK(0000)]は　[VAR 0109(0001)]で {次|つぎ}にくりだす　{技|わざ}が　{当|あ}たりやすくなった！
The wild [VAR PKNICK(0000)] boosted the accuracy of its next move using its [VAR 0109(0001)]!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] sauvage augmente la Précision de sa prochaine capacité grâce à [VAR 1402(0001,0000)][VAR ITEM2(0001)] !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] selvatico aumenta la precisione della sua prossima mossa con [VAR 1502(0001,0001)][VAR ITEM2(0001)]!",[VAR PKNICK(0000)] (wild) verbessert die Genauigkeit seiner nächsten Attacke mithilfe des Items [VAR 0109(0001)]!,"¡La precisión del próximo movimiento del [VAR PKNICK(0000)] salvaje ha aumentado gracias a [VAR 1702(0001,0000)][VAR ITEM2(0001)]!",야생 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0005)]로 다음에 쓸 기술이 명중하기 쉬워졌다!,{野生|やせい}の　[VAR PKNICK(0000)]は　[VAR 0109(0001)]で {次|つぎ}にくりだす　{技|わざ}が　{当|あ}たりやすくなった！
The opposing [VAR PKNICK(0000)] boosted the accuracy of its next move using its [VAR 0109(0001)]!,"[VAR 1002][VAR 1401(0000,0001)][VAR PKNICK(0000)] ennemi augmente la Précision de sa prochaine capacité grâce à [VAR 1402(0001,0000)][VAR ITEM2(0001)] !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] avversario aumenta la precisione della sua prossima mossa con [VAR 1502(0001,0001)][VAR ITEM2(0001)]!",[VAR PKNICK(0000)] (Gegner) verbessert die Genauigkeit seiner nächsten Attacke mithilfe des Items [VAR 0109(0001)]!,"¡La precisión del próximo movimiento del [VAR PKNICK(0000)] enemigo ha aumentado gracias a [VAR 1702(0001,0000)][VAR ITEM2(0001)]!",상대 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0005)]로 다음에 쓸 기술이 명중하기 쉬워졌다!,{相手|あいて}の　[VAR PKNICK(0000)]は　[VAR 0109(0001)]で {次|つぎ}にくりだす　{技|わざ}が　{当|あ}たりやすくなった！
[VAR 0100(000A)]’s [VAR PKNICK(0000)] boosted the accuracy of its next move using its [VAR 0109(0001)]!,"[VAR PKNICK(0000)] [VAR 1408(000A,0001)][VAR 0100(000A)] augmente la Précision de sa prochaine capacité grâce à [VAR 1402(0001,0000)][VAR ITEM2(0001)] !","[VAR 1002][VAR 1501(0000,0001)][VAR PKNICK(0000)] di [VAR 0100(000A)] aumenta la precisione della sua prossima mossa con [VAR 1502(0001,0001)][VAR ITEM2(0001)]!",[VAR PKNICK(0000)] von [VAR 0100(000A)] verbessert die Genauigkeit seiner nächsten Attacke mithilfe des Items [VAR 0109(0001)]!,"¡La precisión del próximo movimiento del [VAR PKNICK(0000)] de [VAR 0100(000A)]\r ha aumentado gracias a [VAR 1702(0001,0000)][VAR ITEM2(0001)]!",[VAR 0100(000A)]의 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0109(0001)][VAR 1900(0005)]로 다음에 쓸 기술이 명중하기 쉬워졌다!,[VAR 0100(000A)]の　[VAR PKNICK(0000)]は　[VAR 0109(0001)]で {次|つぎ}にくりだす　{技|わざ}が　{当|あ}たりやすくなった！
[VAR PKNICK(0000)] was hurt by [VAR PKNICK(0001)]’s [VAR 0109(0002)]!,"[VAR 1401(0002,0000)][VAR ITEM2(0002)] [VAR 1408(0001,0001)][VAR PKNICK(0001)] blesse[VAR 1101(0002,0200)]nt [VAR PKNICK(0000)] !","[VAR 1501(0002,0001)][VAR ITEM2(0002)] di [VAR PKNICK(0001)] ferisc[VAR 1101(0002,0301)]eono [VAR PKNICK(0000)]!",[VAR PKNICK(0000)] wird durch das Item [VAR 0109(0002)] von [VAR PKNICK(0001)] verletzt!,"¡[VAR PKNICK(0000)] ha resultado herido por [VAR 1700(0002,0000)][VAR ITEM2(0002)] de [VAR PKNICK(0001)]!",[VAR PKNICK(0000)][VAR 1900(0001)] [VAR PKNICK(0001)]의 [VAR 0109(0002)] 때문에\r 데미지를 입었다!,[VAR PKNICK(0000)]は [VAR PKNICK(0001)]の　[VAR 0109(0002)]で\r ダメージを　{受|う}けた！
[VAR PKNICK(0000)] was hurt by the wild [VAR PKNICK(0001)]’s [VAR 0109(0002)]!,"[VAR 1401(0002,0000)][VAR ITEM2(0002)] [VAR 1002][VAR 1406(0001,0001)][VAR PKNICK(0001)] sauvage blesse[VAR 1101(0002,0200)]nt [VAR PKNICK(0000)] !","[VAR 1501(0002,0001)][VAR ITEM2(0002)] [VAR 1002][VAR 1504(0001,0001)][VAR PKNICK(0001)] selvatico ferisc[VAR 1101(0002,0301)]eono [VAR PKNICK(0000)]!",[VAR PKNICK(0000)] wird durch das Item [VAR 0109(0002)] von [VAR PKNICK(0001)] (wild) verletzt!,"¡[VAR PKNICK(0000)] ha resultado herido por [VAR 1700(0002,0000)][VAR ITEM2(0002)] del [VAR PKNICK(0001)] salvaje!",[VAR PKNICK(0000)][VAR 1900(0001)] 야생 [VAR PKNICK(0001)]의 [VAR 0109(0002)] 때문에\r 데미지를 입었다!,[VAR PKNICK(0000)]は {野生|やせい}の　[VAR PKNICK(0001)]の　[VAR 0109(0002)]で\r ダメージを　{受|う}けた！
[VAR PKNICK(0000)] was hurt by the opposing [VAR PKNICK(0001)]’s [VAR 0109(0002)]!,"[VAR 1401(0002,0000)][VAR ITEM2(0002)] [VAR 1002][VAR 1406(0001,0001)][VAR PKNICK(0001)] ennemi blesse[VAR 1101(0002,0200)]nt [VAR PKNICK(0000)] !","[VAR 1501(0002,0001)][VAR ITEM2(0002)] [VAR 1002][VAR 1504(0001,0001)][VAR PKNICK(0001)] avversario ferisc[VAR 1101(0002,0301)]eono [VAR PKNICK(0000)]!",[VAR PKNICK(0000)] wird durch das Item [VAR 0109(0002)] von [VAR PKNICK(0001)] (Gegner) verletzt!,"¡[VAR PKNICK(0000)] ha resultado herido por [VAR 1700(0002,0000)][VAR ITEM2(0002)] del [VAR PKNICK(0001)] enemigo!",[VAR PKNICK(0000)][VAR 1900(0001)] 상대 [VAR PKNICK(0001)]의 [VAR 0109(0002)] 때문에\r 데미지를 입었다!,[VAR PKNICK(0000)]は {相手|あいて}の　[VAR PKNICK(0001)]の　[VAR 0109(0002)]で\r ダメージを　{受|う}けた！
[VAR PKNICK(0000)] was hurt by the [VAR 0109(0002)] held by\r [VAR 0100(000B)]’s [VAR PKNICK(0001)]!,"[VAR 1401(0002,0000)][VAR ITEM2(0002)] [VAR 1002][VAR 1408(0001,0001)][VAR PKNICK(0001)] [VAR 1408(000B,0001)][VAR 0100(000B)] blesse[VAR 1101(0002,0200)]nt [VAR PKNICK(0000)] !","[VAR 1501(0002,0001)][VAR ITEM2(0002)] [VAR 1002][VAR 1504(0001,0001)][VAR PKNICK(0001)] di [VAR 0100(000B)] ferisc[VAR 1101(0002,0301)]eono [VAR PKNICK(0000)]!",[VAR PKNICK(0000)] wird durch das Item [VAR 0109(0002)] von [VAR PKNICK(0001)] von [VAR 0100(000B)] verletzt!,"¡[VAR PKNICK(0000)] ha resultado herido por [VAR 1700(0002,0000)][VAR ITEM2(0002)]\r del [VAR PKNICK(0001)] de [VAR 0100(000B)]!",[VAR PKNICK(0000)][VAR 1900(0001)] [VAR 0100(000B)]의 [VAR PKNICK(0001)]의 [VAR 0109(0002)] 때문에\r 데미지를 입었다!,[VAR PKNICK(0000)]は [VAR 0100(000B)]の　[VAR PKNICK(0001)]の　[VAR 0109(0002)]で\r ダメージを　{受|う}けた！
The wild [VAR PKNICK(0000)] was hurt by [VAR PKNICK(0001)]’s [VAR 0109(0002)]!,"[VAR 1401(0002,0000)][VAR ITEM2(0002)] [VAR 1408(0001,0001)][VAR PKNICK(0001)] blesse[VAR 1101(0002,0200)]nt [VAR 1002][VAR 1400(0000,0001)][VAR PKNICK(0000)] sauvage !","[VAR 1501(0002,0001)][VAR ITEM2(0002)] di [VAR PKNICK(0001)] ferisc[VAR 1101(0002,0301)]eono [VAR 1002][VAR 1500(0000,0001)][VAR PKNICK(0000)] selvatico!",[VAR PKNICK(0000)] (wild) wird durch das Item [VAR 0109(0002)] von [VAR PKNICK(0001)] verletzt!,"¡El [VAR PKNICK(0000)] salvaje ha resultado herido por [VAR 1700(0002,0000)][VAR ITEM2(0002)] de [VAR PKNICK(0001)]!",야생 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR PKNICK(0001)]의 [VAR 0109(0002)] 때문에\r 데미지를 입었다!,{野生|やせい}の　[VAR PKNICK(0000)]は [VAR PKNICK(0001)]の　[VAR 0109(0002)]で\r ダメージを　{受|う}けた！
The wild [VAR PKNICK(0000)] was hurt by the wild [VAR PKNICK(0001)]’s [VAR 0109(0002)]!,"[VAR 1401(0002,0000)][VAR ITEM2(0002)] [VAR 1002][VAR 1406(0001,0001)][VAR PKNICK(0001)] sauvage blesse[VAR 1101(0002,0200)]nt [VAR 1002][VAR 1400(0000,0001)][VAR PKNICK(0000)] sauvage !","[VAR 1501(0002,0001)][VAR ITEM2(0002)] [VAR 1002][VAR 1504(0001,0001)][VAR PKNICK(0001)] selvatico ferisc[VAR 1101(0002,0301)]eono [VAR 1002][VAR 1500(0000,0001)][VAR PKNICK(0000)] selvatico!",[VAR PKNICK(0000)] (wild) wird durch das Item [VAR 0109(0002)] von [VAR PKNICK(0001)] (wild) verletzt!,"¡El [VAR PKNICK(0000)] salvaje ha resultado herido por [VAR 1700(0002,0000)][VAR ITEM2(0002)] del [VAR PKNICK(0001)] salvaje!",야생 [VAR PKNICK(0000)][VAR 1900(0001)] 야생 [VAR PKNICK(0001)]의 [VAR 0109(0002)] 때문에\r 데미지를 입었다!,{野生|やせい}の　[VAR PKNICK(0000)]は {野生|やせい}の　[VAR PKNICK(0001)]の　[VAR 0109(0002)]で\r ダメージを　{受|う}けた！
The opposing [VAR PKNICK(0000)] was hurt by [VAR PKNICK(0001)]’s [VAR 0109(0002)]!,"[VAR 1401(0002,0000)][VAR ITEM2(0002)] [VAR 1408(0001,0001)][VAR PKNICK(0001)] blesse[VAR 1101(0002,0200)]nt [VAR 1002][VAR 1400(0000,0001)][VAR PKNICK(0000)] ennemi !","[VAR 1501(0002,0001)][VAR ITEM2(0002)] di [VAR PKNICK(0001)] ferisc[VAR 1101(0002,0301)]eono [VAR 1002][VAR 1500(0000,0001)][VAR PKNICK(0000)] avversario!",[VAR PKNICK(0000)] (Gegner) wird durch das Item [VAR 0109(0002)] von [VAR PKNICK(0001)] verletzt!,"¡El [VAR PKNICK(0000)] enemigo ha resultado herido por [VAR 1700(0002,0000)][VAR ITEM2(0002)] de [VAR PKNICK(0001)]!",상대 [VAR PKNICK(0000)][VAR 1900(0001)] [VAR PKNICK(0001)]의 [VAR 0109(0002)] 때문에\r 데미지를 입었다!,{相手|あいて}の　[VAR PKNICK(0000)]は [VAR PKNICK(0001)]の　[VAR 0109(0002)]で\r ダメージを　{受|う}けた！
The opposing [VAR PKNICK(0000)] was hurt by the opposing [VAR PKNICK(0001)]’s [VAR 0109(0002)]!,"[VAR 1401(0002,0000)][VAR ITEM2(0002)] [VAR 1002][VAR 1406(0001,0001)][VAR PKNICK(0001)] ennemi blesse[VAR 1101(0002,0200)]nt [VAR 1002][VAR 1400(0000,0001)][VAR PKNICK(0000)] ennemi !","[VAR 1501(0002,0001)][VAR ITEM2(0002)] [VAR 1002][VAR 1504(0001,0001)][VAR PKNICK(0001)] avversario ferisc[VAR 1101(0002,0301)]eono [VAR 1002][VAR 1500(0000,0001)][VAR PKNICK(0000)] bersaglio!",[VAR PKNICK(0000)] (Gegner) wird durch das Item [VAR 0109(0002)] von [VAR PKNICK(0001)] (Gegner) verletzt!,"¡El [VAR PKNICK(0000)] enemigo ha resultado herido por [VAR 1700(0002,0000)][VAR ITEM2(0002)] del [VAR PKNICK(0001)] enemigo!",상대 [VAR PKNICK(0000)][VAR 1900(0001)] 상대 [VAR PKNICK(0001)]의 [VAR 0109(0002)] 때문에\r 데미지를 입었다!,{相手|あいて}の　[VAR PKNICK(0000)]は {相手|あいて}の　[VAR PKNICK(0001)]の　[VAR 0109(0002)]で\r ダメージを　{受|う}けた！
